symbol	n_wheels	wheels	sos
_gfortran_mmaxval_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mmaxval_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_16_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_4_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc0_8_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_16_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_4_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc1_8_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_16_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_16_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_4_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_4_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_8_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminloc2_8_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval0_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval0_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval1_s1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval1_s4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mminval_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_move_alloc	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_move_alloc_c	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_c10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_c16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_c4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_c8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mproduct_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_c10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_c16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_c4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_c8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_msum_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mvbits_i1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mvbits_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mvbits_i2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mvbits_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_mvbits_i8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_norm2_r10	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_norm2_r16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_norm2_r4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_norm2_r8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_os_error	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack_char	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack_char4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack_s	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack_s_char	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pack_s_char4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_parity_l1	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_parity_l16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_parity_l2	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_parity_l4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_parity_l8	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pause_numeric	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pause_string	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_perror_sub	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pow_c10_i16	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
_gfortran_pow_c10_i4	3	faiss_cpu,numpy,scipy	libgfortran-040039e1-0352e75f.so.5.0.0,libgfortran-83c28eba.so.5.0.0,libgfortran-8f1e9814.so.5.0.0
