symbol	n_wheels	wheels	sos
dswap_k_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dswap_k_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dswap_k_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dswap_k_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dswap_k_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_LL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_LU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_RL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_RU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iltcopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iltcopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iltcopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iltcopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iltcopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iutcopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iutcopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iutcopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iutcopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_iutcopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_oltcopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_oltcopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_oltcopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_oltcopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_oltcopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_outcopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_outcopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_outcopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_outcopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_outcopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_thread_LL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_thread_LU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_thread_RL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymm_thread_RU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_L_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_L_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_L_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_L_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_L_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_U_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_U_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_U_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_U_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_U_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_thread_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsymv_thread_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2_thread_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2_thread_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_LN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_LT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_UN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_UT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_kernel_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr2k_kernel_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr_thread_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyr_thread_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_LN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_LT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_UN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_UT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_kernel_L	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_kernel_U	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_thread_LN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_thread_LT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_thread_UN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dsyrk_thread_UT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbmv_thread_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtbsv_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpmv_thread_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_NLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_NLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_NUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_NUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_TLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_TLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_TUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtpsv_TUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LNLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LNLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LNUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LNUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LTLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LTLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LTUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_LTUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RNLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RNLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RNUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RNUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RTLN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RTLU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RTUN	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_RTUU	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnncopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnncopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnncopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnncopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnncopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnucopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnucopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnucopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnucopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_ilnucopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_iltncopy_HASWELL	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_iltncopy_NEHALEM	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_iltncopy_PRESCOTT	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_iltncopy_SANDYBRIDGE	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
dtrmm_iltncopy_SKYLAKEX	3	faiss_cpu,numpy,scipy	libopenblaso-r0-d77a1985.3.15.so,libscipy_openblas-6cdc3b4a.so,libscipy_openblas64_-32a4b2a6.so
